Session ID,CS ID,Timestamp,Authentication,Installation,Type,Date_Time
5e9b9b8bf9af8b2186e8632f,2-39-82-384,fresh,True,True,normal,2023-01-17 01:35:21.299479
5e508420f9af8b64d037c51a,2-39-129-563,fresh,True,True,normal,2023-01-17 01:35:21.374759
5dbcce22f9af8b61e26b1f02,2-39-129-563,fresh,True,True,normal,2023-01-17 01:35:21.433870
5e34d4b6f9af8b3c2f4e4330,2-39-129-563,fresh,True,True,normal,2023-01-17 01:35:21.481917
5e4de120f9af8b5cdfd6b16c,2-39-129-563,fresh,True,True,normal,2023-01-17 01:35:21.559870
5e508420f9af8b64d037c51a,2-39-129-563,fresh,False,False,attack,2023-01-17 01:35:21.615729
5e7e9a9bf9af8b1be143ed87,2-39-83-387,fresh,True,True,normal,2023-01-17 01:35:21.572794
5e6c25c3f9af8b3cc2917732,2-39-83-387,fresh,True,True,normal,2023-01-17 01:35:21.603716
5e49ecb2f9af8b304c13b349,2-39-128-562,fresh,True,True,normal,2023-01-17 01:35:21.303772
5e2cebb1f9af8b027e9a5816,2-39-128-562,fresh,True,True,normal,2023-01-17 01:35:21.324661
5e644ab5f9af8b2461338708,2-39-128-562,fresh,True,True,normal,2023-01-17 01:35:21.340554
5e59beb8f9af8b02edd8837a,2-39-128-562,fresh,True,True,normal,2023-01-17 01:35:21.372806
5e5b1034f9af8b06c4b621fb,2-39-128-562,fresh,True,True,normal,2023-01-17 01:35:21.417221
5e3f60b3f9af8b10c08235ef,2-39-128-562,fresh,True,True,normal,2023-01-17 01:35:21.536020
5e6c25e9f9af8b3cc2917746,2-39-128-562,fresh,True,True,normal,2023-01-17 01:35:21.727850
5dcdffbdf9af8b220a19be99,2-39-128-562,fresh,True,True,normal,2023-01-17 01:35:21.859795
5e49ecb2f9af8b304c13b349,2-39-128-562,fresh,False,False,attack,2023-01-17 01:35:21.998114
5de1c630f9af8b33092791e2,2-39-125-559,fresh,True,True,normal,2023-01-17 01:35:21.695745
5db24220f9af8b252acc2491,2-39-125-559,fresh,True,True,normal,2023-01-17 01:35:21.816586
5de074b6f9af8b2f030f59ed,2-39-125-559,fresh,True,True,normal,2023-01-17 01:35:21.949882
5dd88bb1f9af8b7afc4cf5f1,2-39-139-567,fresh,True,True,normal,2023-01-17 01:35:21.874917
5d954125f9af8b4500d3bc5b,2-39-139-567,fresh,True,True,normal,2023-01-17 01:35:21.971731
5e586d33f9af8b7dded9fe32,2-39-130-564,fresh,True,True,normal,2023-01-17 01:35:22.255463
5dc76830f9af8b0970cdde39,2-39-130-564,fresh,True,True,normal,2023-01-17 01:35:22.418944
5e658e25f9af8b2865a5f4cc,2-39-130-564,fresh,True,True,normal,2023-01-17 01:35:22.496922
5e7d4915f9af8b180cda61b3,2-39-124-558,fresh,True,True,normal,2023-01-17 01:35:21.473226
5e658e4ef9af8b2865a5f4df,2-39-124-558,fresh,True,True,normal,2023-01-17 01:35:21.575727
5d881225f9af8b15294a171e,2-39-124-558,fresh,True,True,normal,2023-01-17 01:35:21.677853
5e6c259ff9af8b3cc29176fc,2-39-124-558,fresh,True,True,normal,2023-01-17 01:35:21.734577
5dc8b9b1f9af8b0d67767b2a,2-39-124-558,fresh,True,True,normal,2023-01-17 01:35:21.833907
5e3f60b3f9af8b10c08235d9,2-39-124-558,fresh,True,True,normal,2023-01-17 01:35:21.993672
5e36264cf9af8b400e599120,2-39-124-558,fresh,True,True,normal,2023-01-17 01:35:22.079771
5e2a48adf9af8b75aed8e90d,2-39-124-558,fresh,True,True,normal,2023-01-17 01:35:22.227728
5e3231b6f9af8b13f2ff138e,2-39-124-558,fresh,True,True,normal,2023-01-17 01:35:22.370739
5e4749aef9af8b28856f12ff,2-39-124-558,fresh,True,True,normal,2023-01-17 01:35:22.554255
5e7d4915f9af8b180cda61b3,2-39-124-558,fresh,False,False,attack,2023-01-17 01:35:22.800834
5d86c0a5f9af8b1022a81875,2-39-127-561,fresh,True,True,normal,2023-01-17 01:35:22.885859
5dfd75cdf9af8b48feaa1910,2-39-127-561,fresh,True,True,normal,2023-01-17 01:35:23.147794
5dec5235f9af8b0d4774c438,2-39-138-566,fresh,True,True,normal,2023-01-17 01:35:22.315715
5d9692a3f9af8b492abf4926,2-39-138-566,fresh,True,True,normal,2023-01-17 01:35:22.378621
5db24220f9af8b252acc2480,2-39-138-566,fresh,True,True,normal,2023-01-17 01:35:22.476665
5dd3459df9af8b31be642334,2-39-138-566,fresh,True,True,normal,2023-01-17 01:35:22.647731
5ebb3f8cf9af8b4994d94d2d,2-39-138-566,fresh,True,True,normal,2023-01-17 01:35:22.836584
5dc8b9b1f9af8b0d67767b28,2-39-138-566,fresh,True,True,normal,2023-01-17 01:35:22.991459
5d8ea9a3f9af8b2ead96d70c,2-39-138-566,fresh,True,True,normal,2023-01-17 01:35:23.219758
5dec5235f9af8b0d4774c438,2-39-138-566,fresh,False,False,attack,2023-01-17 01:35:23.510476
5dfc2430f9af8b453a35ea96,2-39-131-565,fresh,True,True,normal,2023-01-17 01:35:23.017016
5dc616b2f9af8b05a3aba374,2-39-131-565,fresh,True,True,normal,2023-01-17 01:35:23.455846
5deb00aff9af8b098c54c3fe,2-39-131-565,fresh,True,True,normal,2023-01-17 01:35:23.831759
5d97e41ff9af8b4d3988f068,2-39-131-565,fresh,True,True,normal,2023-01-17 01:35:23.935752
5dfc2430f9af8b453a35ea96,2-39-131-565,fresh,False,False,attack,2023-01-17 01:35:24.145977
5da11ea0f9af8b6dc9d2826f,2-39-123-557,fresh,True,True,normal,2023-01-17 01:35:21.492909
5e658e25f9af8b2865a5f4ca,2-39-123-557,fresh,True,True,normal,2023-01-17 01:35:21.658420
5e756020f9af8b7bfd91e21a,2-39-123-557,fresh,True,True,normal,2023-01-17 01:35:21.811416
5de074b6f9af8b2f030f59df,2-39-123-557,fresh,True,True,normal,2023-01-17 01:35:21.881852
