# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 29K of event 'cycles'
# Event count (approx.): 13515073024
#
# Overhead  Command     Shared Object         Symbol                                     
# ........  ..........  ....................  ...........................................
#
    43.57%  python3.10  python3.10            [.] _PyEval_EvalFrameDefault
    21.29%  :1939494    python3.10            [.] _PyEval_EvalFrameDefault
     2.42%  python3.10  python3.10            [.] 0x000000000012161a
     2.29%  python3.10  python3.10            [.] 0x0000000000121590
     2.20%  :1939494    python3.10            [.] 0x000000000012161a
     1.94%  :1939494    python3.10            [.] PyObject_RichCompare
     1.09%  :1939494    python3.10            [.] 0x0000000000179c52
     0.89%  :1939494    python3.10            [.] 0x0000000000121590
     0.74%  python3.10  python3.10            [.] 0x0000000000121605
     0.74%  python3.10  python3.10            [.] 0x00000000001215c4
     0.68%  python3.10  python3.10            [.] 0x000000000012160b
     0.55%  :1939494    python3.10            [.] 0x0000000000121676
     0.54%  python3.10  python3.10            [.] 0x0000000000121613
     0.47%  :1939494    python3.10            [.] 0x0000000000121623
     0.44%  python3.10  python3.10            [.] 0x0000000000121623
     0.44%  :1939494    python3.10            [.] 0x0000000000121613
     0.43%  python3.10  python3.10            [.] 0x0000000000121676
     0.41%  python3.10  python3.10            [.] 0x0000000000121596
     0.39%  :1939494    python3.10            [.] 0x0000000000121596
     0.37%  :1939494    python3.10            [.] 0x000000000015b546
     0.34%  python3.10  python3.10            [.] 0x0000000000121730
     0.34%  python3.10  python3.10            [.] 0x0000000000121737
     0.33%  :1939494    python3.10            [.] 0x0000000000121605
     0.32%  :1939494    python3.10            [.] 0x000000000012160b
     0.31%  python3.10  python3.10            [.] 0x000000000012159b
     0.30%  python3.10  python3.10            [.] 0x00000000001215a3
     0.30%  python3.10  python3.10            [.] 0x00000000001215f2
     0.28%  :1939494    python3.10            [.] 0x000000000012159b
     0.27%  :1939494    python3.10            [.] 0x0000000000121730
     0.26%  python3.10  python3.10            [.] 0x00000000001215dc
     0.26%  python3.10  python3.10            [.] 0x00000000001215f7
     0.26%  :1939494    python3.10            [.] 0x00000000001215f7
     0.25%  :1939494    python3.10            [.] 0x00000000001215c4
     0.25%  python3.10  python3.10            [.] 0x00000000001215ab
     0.25%  :1939494    python3.10            [.] 0x0000000000121679
     0.24%  python3.10  python3.10            [.] 0x0000000000121616
     0.23%  :1939494    python3.10            [.] 0x0000000000121737
     0.22%  python3.10  python3.10            [.] 0x000000000012160f
     0.22%  :1939494    python3.10            [.] 0x0000000000179c4e
     0.21%  :1939494    python3.10            [.] 0x00000000001215a3
     0.21%  :1939884    python3.10            [.] _PyEval_EvalFrameDefault
     0.20%  :1939835    python3.10            [.] _PyEval_EvalFrameDefault
     0.19%  python3.10  python3.10            [.] 0x000000000012167d
     0.19%  :1939494    python3.10            [.] 0x000000000015b506
     0.18%  python3.10  python3.10            [.] 0x0000000000121635
     0.18%  :1939494    python3.10            [.] 0x00000000001215f2
     0.18%  :1939494    python3.10            [.] 0x000000000015b500
     0.18%  python3.10  python3.10            [.] 0x0000000000121599
     0.18%  python3.10  python3.10            [.] 0x00000000001215cb
     0.18%  python3.10  python3.10            [.] 0x000000000012159d
     0.18%  :1939494    python3.10            [.] 0x0000000000121616
     0.17%  python3.10  python3.10            [.] 0x0000000000121679
     0.16%  :1939494    python3.10            [.] 0x0000000000179be0
     0.16%  :1939807    python3.10            [.] _PyEval_EvalFrameDefault
     0.15%  :1939494    python3.10            [.] 0x000000000015b537
     0.15%  :1939494    python3.10            [.] 0x0000000000121638
     0.15%  :1939494    python3.10            [.] 0x0000000000121594
     0.15%  :1939494    python3.10            [.] 0x0000000000173d50
     0.15%  :1939494    python3.10            [.] 0x00000000001215ab
     0.15%  :1939494    python3.10            [.] 0x0000000000121635
     0.14%  :1939494    python3.10            [.] 0x000000000012159d
     0.14%  python3.10  python3.10            [.] 0x0000000000121638
     0.14%  :1939494    python3.10            [.] 0x00000000001215a7
     0.14%  python3.10  python3.10            [.] 0x0000000000121600
     0.13%  :1939494    python3.10            [.] 0x0000000000121600
     0.13%  :1939494    python3.10            [.] 0x000000000015b541
     0.13%  :1939494    python3.10            [.] 0x0000000000179c46
     0.13%  :1939494    python3.10            [.] 0x000000000012160f
     0.13%  :1939494    python3.10            [.] 0x0000000000121628
     0.12%  :1939494    python3.10            [.] 0x0000000000179c56
     0.12%  python3.10  python3.10            [.] 0x00000000001215e5
     0.12%  :1939494    python3.10            [.] 0x0000000000179be6
     0.12%  :1939494    python3.10            [.] 0x0000000000121667
     0.12%  :1939494    python3.10            [.] 0x0000000000173d58
