# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 22K of event 'cycles'
# Event count (approx.): 9950842952
#
# Overhead  Command     Shared Object         Symbol                                     
# ........  ..........  ....................  ...........................................
#
    43.22%  python3.10  python3.10            [.] _PyEval_EvalFrameDefault
    19.00%  :2676408    python3.10            [.] _PyEval_EvalFrameDefault
     4.44%  python3.10  python3.10            [.] 0x000000000012161a
     2.45%  :2676408    python3.10            [.] PyObject_RichCompare
     1.94%  :2676408    python3.10            [.] 0x000000000012161a
     1.25%  :2676408    python3.10            [.] 0x0000000000179c52
     0.87%  python3.10  python3.10            [.] 0x0000000000121613
     0.82%  python3.10  python3.10            [.] 0x0000000000121623
     0.73%  python3.10  python3.10            [.] 0x000000000012160b
     0.66%  python3.10  python3.10            [.] 0x0000000000121605
     0.62%  python3.10  python3.10            [.] 0x0000000000121676
     0.59%  :2676408    python3.10            [.] 0x0000000000121590
     0.58%  :2676408    python3.10            [.] 0x0000000000121676
     0.55%  python3.10  python3.10            [.] 0x0000000000121590
     0.55%  python3.10  python3.10            [.] 0x00000000001215f7
     0.54%  python3.10  python3.10            [.] 0x00000000001215f2
     0.53%  python3.10  python3.10            [.] 0x000000000012159b
     0.51%  python3.10  python3.10            [.] 0x0000000000121635
     0.50%  python3.10  python3.10            [.] 0x0000000000121596
     0.47%  python3.10  python3.10            [.] 0x0000000000121616
     0.43%  :2676408    python3.10            [.] 0x0000000000121613
     0.40%  :2676408    python3.10            [.] 0x0000000000121605
     0.39%  python3.10  python3.10            [.] 0x0000000000121679
     0.39%  python3.10  python3.10            [.] 0x000000000012160f
     0.39%  :2676408    python3.10            [.] 0x0000000000121596
     0.35%  python3.10  python3.10            [.] 0x0000000000121737
     0.34%  python3.10  python3.10            [.] 0x0000000000121628
     0.34%  :2676408    python3.10            [.] 0x0000000000121679
     0.34%  :2676408    python3.10            [.] 0x00000000001215f2
     0.34%  :2676408    python3.10            [.] 0x000000000012160b
     0.32%  :2676408    python3.10            [.] 0x00000000001215f7
     0.32%  :2676583    python3.10            [.] _PyEval_EvalFrameDefault
     0.32%  :2676408    python3.10            [.] 0x000000000015b546
     0.30%  python3.10  python3.10            [.] 0x00000000001215a3
     0.30%  :2676408    python3.10            [.] 0x000000000012159b
     0.29%  python3.10  python3.10            [.] 0x0000000000121730
     0.29%  python3.10  python3.10            [.] 0x000000000012159d
     0.29%  :2676408    python3.10            [.] 0x0000000000179c4e
     0.28%  python3.10  python3.10            [.] 0x00000000001215c4
     0.26%  :2676617    python3.10            [.] _PyEval_EvalFrameDefault
     0.25%  python3.10  python3.10            [.] 0x00000000001215cb
     0.24%  :2676604    python3.10            [.] _PyEval_EvalFrameDefault
     0.23%  python3.10  python3.10            [.] 0x0000000000121638
     0.23%  python3.10  python3.10            [.] 0x00000000001215a7
     0.22%  :2676408    python3.10            [.] 0x00000000001215a3
     0.22%  python3.10  python3.10            [.] 0x000000000012167d
     0.21%  :2676408    python3.10            [.] 0x00000000001215c4
     0.21%  :2676408    python3.10            [.] 0x0000000000121730
     0.21%  python3.10  python3.10            [.] 0x00000000001215a2
     0.21%  python3.10  python3.10            [.] 0x00000000001215e2
     0.20%  python3.10  python3.10            [.] 0x00000000001215e5
     0.19%  python3.10  python3.10            [.] 0x00000000001215e9
     0.19%  python3.10  python3.10            [.] 0x00000000001215bc
     0.19%  :2676408    python3.10            [.] 0x0000000000121737
     0.18%  :2676408    python3.10            [.] 0x00000000001215bc
     0.18%  :2676408    python3.10            [.] 0x000000000012159d
     0.17%  :2676408    python3.10            [.] 0x0000000000121623
     0.17%  :2676408    python3.10            [.] 0x000000000012160f
     0.17%  python3.10  python3.10            [.] 0x00000000001215ab
