Session ID,CS ID,Timestamp,Authentication,Installation,Type,Date_Time
5d86c0a5f9af8b1022a81875,2-39-127-561,fresh,True,True,normal,2023-01-17 02:34:19.113922
5dfd75cdf9af8b48feaa1910,2-39-127-561,fresh,True,True,normal,2023-01-17 02:34:19.140491
5d954125f9af8b4500d3bc5b,2-39-139-567,fresh,True,True,normal,2023-01-17 02:34:19.661066
5dd88bb1f9af8b7afc4cf5f1,2-39-139-567,fresh,True,True,normal,2023-01-17 02:34:19.751774
5e6c25c3f9af8b3cc2917732,2-39-83-387,fresh,True,True,normal,2023-01-17 02:34:19.842110
5e7e9a9bf9af8b1be143ed87,2-39-83-387,fresh,True,True,normal,2023-01-17 02:34:19.904854
5e586d33f9af8b7dded9fe32,2-39-130-564,fresh,True,True,normal,2023-01-17 02:34:20.547822
5e658e25f9af8b2865a5f4cc,2-39-130-564,fresh,True,True,normal,2023-01-17 02:34:20.625061
5dc76830f9af8b0970cdde39,2-39-130-564,fresh,True,True,normal,2023-01-17 02:34:20.811752
5e9b9b8bf9af8b2186e8632f,2-39-82-384,fresh,True,True,normal,2023-01-17 02:34:20.888870
5e644ab5f9af8b2461338708,2-39-128-562,fresh,True,True,normal,2023-01-17 02:34:19.670093
5e6c25e9f9af8b3cc2917746,2-39-128-562,fresh,True,True,normal,2023-01-17 02:34:19.760938
5e3f60b3f9af8b10c08235ef,2-39-128-562,fresh,True,True,normal,2023-01-17 02:34:19.879261
5e49ecb2f9af8b304c13b349,2-39-128-562,fresh,True,True,normal,2023-01-17 02:34:20.163755
5e2cebb1f9af8b027e9a5816,2-39-128-562,fresh,True,True,normal,2023-01-17 02:34:20.307758
5e5b1034f9af8b06c4b621fb,2-39-128-562,fresh,True,True,normal,2023-01-17 02:34:20.461113
5dcdffbdf9af8b220a19be99,2-39-128-562,fresh,True,True,normal,2023-01-17 02:34:20.611904
5e59beb8f9af8b02edd8837a,2-39-128-562,fresh,True,True,normal,2023-01-17 02:34:20.887872
ATTACK_EV,2-39-128-562,fresh,False,False,attack,2023-01-17 02:34:21.151500
5dc616b2f9af8b05a3aba374,2-39-131-565,fresh,True,True,normal,2023-01-17 02:34:20.715735
5dfc2430f9af8b453a35ea96,2-39-131-565,fresh,True,True,normal,2023-01-17 02:34:20.969944
5d97e41ff9af8b4d3988f068,2-39-131-565,fresh,True,True,normal,2023-01-17 02:34:21.099158
5deb00aff9af8b098c54c3fe,2-39-131-565,fresh,True,True,normal,2023-01-17 02:34:21.213456
ATTACK_EV,2-39-131-565,fresh,False,False,attack,2023-01-17 02:34:21.407737
5de1c630f9af8b33092791e2,2-39-125-559,fresh,True,True,normal,2023-01-17 02:34:20.899734
5db24220f9af8b252acc2491,2-39-125-559,fresh,True,True,normal,2023-01-17 02:34:21.245482
5de074b6f9af8b2f030f59ed,2-39-125-559,fresh,True,True,normal,2023-01-17 02:34:21.459812
5e59beb8f9af8b02edd88362,2-39-126-560,old,False,True,normal,2023-01-17 02:34:19.507868
5e7e9a9bf9af8b1be143ed74,2-39-126-560,fresh,True,True,normal,2023-01-17 02:34:19.600048
5dc4c534f9af8b0159f317d3,2-39-126-560,fresh,True,True,normal,2023-01-17 02:34:19.835886
5e45f835f9af8b24b31daa6b,2-39-126-560,fresh,True,True,normal,2023-01-17 02:34:19.979765
5e095332f9af8b6b70d5c4a6,2-39-126-560,fresh,True,True,normal,2023-01-17 02:34:20.106915
5e44a6aef9af8b20e5250354,2-39-126-560,fresh,True,True,normal,2023-01-17 02:34:20.384186
5dfad2b0f9af8b417de1d5ae,2-39-126-560,fresh,True,True,normal,2023-01-17 02:34:20.613065
5e45f835f9af8b24b31daa67,2-39-126-560,fresh,True,True,normal,2023-01-17 02:34:20.799847
5eb74b0bf9af8b3dfb27c4b4,2-39-126-560,fresh,True,True,normal,2023-01-17 02:34:20.989846
5e113c30f9af8b0388764bf9,2-39-126-560,fresh,True,True,normal,2023-01-17 02:34:21.068849
5e644ab5f9af8b24613386ec,2-39-126-560,fresh,True,True,normal,2023-01-17 02:34:21.203798
5e72bd1bf9af8b73fde9e380,2-39-126-560,fresh,True,True,normal,2023-01-17 02:34:21.398989
ATTACK_EV,2-39-126-560,fresh,False,False,attack,2023-01-17 02:34:21.631793
