# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 25K of event 'cycles'
# Event count (approx.): 13736825673
#
# Overhead  Command     Shared Object         Symbol                                     
# ........  ..........  ....................  ...........................................
#
    49.95%  python3.10  python3.10            [.] _PyEval_EvalFrameDefault
    18.88%  :2311052    python3.10            [.] _PyEval_EvalFrameDefault
     2.10%  :2311052    python3.10            [.] PyObject_RichCompare
     1.91%  python3.10  python3.10            [.] 0x000000000012161a
     1.75%  :2311052    python3.10            [.] 0x000000000012161a
     1.13%  :2311052    python3.10            [.] 0x0000000000121590
     1.06%  python3.10  python3.10            [.] 0x00000000001215c4
     1.05%  python3.10  python3.10            [.] 0x0000000000121590
     0.79%  python3.10  python3.10            [.] 0x0000000000121605
     0.70%  :2311052    python3.10            [.] 0x0000000000179c52
     0.63%  python3.10  python3.10            [.] 0x0000000000121613
     0.49%  python3.10  python3.10            [.] 0x0000000000121730
     0.45%  :2311052    python3.10            [.] 0x0000000000121596
     0.42%  python3.10  python3.10            [.] 0x0000000000121676
     0.42%  :2311052    python3.10            [.] 0x0000000000179c4e
     0.40%  :2311052    python3.10            [.] 0x00000000001215c4
     0.40%  python3.10  python3.10            [.] 0x0000000000121596
     0.36%  python3.10  python3.10            [.] 0x0000000000121737
     0.35%  :2311052    python3.10            [.] 0x0000000000121613
     0.35%  :2311052    python3.10            [.] 0x000000000015b546
     0.34%  python3.10  python3.10            [.] 0x000000000012159b
     0.33%  python3.10  python3.10            [.] 0x00000000001215f2
     0.32%  python3.10  python3.10            [.] 0x000000000012160b
     0.31%  python3.10  python3.10            [.] 0x00000000001215dc
     0.29%  :2311052    python3.10            [.] 0x0000000000121737
     0.28%  python3.10  python3.10            [.] 0x00000000001215a3
     0.28%  :2311052    python3.10            [.] 0x000000000012160b
     0.28%  :2311052    python3.10            [.] 0x0000000000121730
     0.28%  python3.10  python3.10            [.] 0x000000000012167d
     0.27%  python3.10  python3.10            [.] 0x00000000001215f7
     0.25%  :2311052    python3.10            [.] 0x0000000000121676
     0.25%  :2311052    python3.10            [.] 0x000000000012159b
     0.25%  :2311052    python3.10            [.] 0x0000000000121734
     0.24%  python3.10  python3.10            [.] 0x00000000001215cb
     0.24%  :2311052    python3.10            [.] 0x0000000000121623
     0.23%  :2311052    python3.10            [.] 0x00000000001215a3
     0.21%  python3.10  python3.10            [.] 0x00000000001215ab
     0.20%  :2311052    python3.10            [.] 0x00000000001215f7
     0.19%  :2311052    python3.10            [.] 0x000000000015b506
     0.18%  python3.10  python3.10            [.] 0x0000000000121679
     0.18%  :2311052    python3.10            [.] 0x0000000000121605
     0.18%  :2311052    python3.10            [.] 0x000000000015b500
     0.18%  :2311052    python3.10            [.] 0x0000000000121679
     0.17%  :2311052    python3.10            [.] 0x0000000000179c46
     0.17%  python3.10  python3.10            [.] 0x00000000001215e9
     0.17%  :2311052    python3.10            [.] 0x000000000012167d
     0.16%  python3.10  python3.10            [.] 0x00000000001215e2
     0.16%  :2311052    python3.10            [.] 0x0000000000121653
     0.16%  :2311052    python3.10            [.] 0x000000000012159d
     0.16%  :2311052    python3.10            [.] 0x0000000000179be6
     0.16%  :2311052    python3.10            [.] 0x000000000015b537
     0.15%  :2311052    python3.10            [.] 0x0000000000179be0
     0.15%  :2311052    python3.10            [.] 0x0000000000121594
     0.15%  :2311052    python3.10            [.] 0x00000000001215f2
     0.14%  :2311052    python3.10            [.] 0x000000000015b541
     0.14%  :2311052    python3.10            [.] 0x00000000001215ab
     0.13%  :2311052    python3.10            [.] 0x0000000000121616
     0.12%  :2311052    python3.10            [.] 0x00000000001215dc
     0.12%  python3.10  python3.10            [.] 0x00000000001215a7
     0.12%  python3.10  python3.10            [.] 0x00000000001215bc
     0.11%  python3.10  python3.10            [.] 0x00000000001215e5
     0.11%  :2311052    python3.10            [.] 0x00000000001215e9
     0.11%  :2311052    python3.10            [.] 0x0000000000121599
     0.11%  :2311052    python3.10            [.] 0x00000000001215bc
