# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 133K of event 'cycles'
# Event count (approx.): 44650738988
#
# Overhead  Command     Shared Object         Symbol                                     
# ........  ..........  ....................  ...........................................
#
    88.69%  python3.10  python3.10            [.] _PyEval_EvalFrameDefault
     1.27%  python3.10  python3.10            [.] 0x000000000012161a
     0.58%  python3.10  python3.10            [.] 0x0000000000121590
     0.42%  python3.10  python3.10            [.] 0x0000000000121676
     0.41%  python3.10  python3.10            [.] 0x00000000001215c4
     0.37%  python3.10  python3.10            [.] 0x0000000000121613
     0.36%  python3.10  python3.10            [.] 0x0000000000121605
     0.32%  python3.10  python3.10            [.] 0x0000000000121730
     0.30%  python3.10  python3.10            [.] 0x0000000000121737
     0.26%  python3.10  python3.10            [.] 0x00000000001215a3
     0.25%  python3.10  python3.10            [.] 0x000000000012159b
     0.22%  python3.10  python3.10            [.] 0x000000000012167d
     0.22%  python3.10  python3.10            [.] 0x00000000001215dc
     0.21%  python3.10  python3.10            [.] 0x00000000001215ab
     0.21%  python3.10  python3.10            [.] 0x00000000001215e9
     0.19%  python3.10  python3.10            [.] 0x00000000001215f2
     0.18%  python3.10  python3.10            [.] 0x0000000000121600
     0.18%  python3.10  python3.10            [.] 0x0000000000121679
     0.17%  python3.10  python3.10            [.] 0x000000000012160b
     0.12%  python3.10  python3.10            [.] 0x00000000001215f7
     0.11%  python3.10  python3.10            [.] 0x00000000001215cb
     0.11%  python3.10  [kernel.kallsyms]     [k] psi_group_change
     0.10%  python3.10  python3.10            [.] 0x00000000001215bc
     0.09%  python3.10  python3.10            [.] 0x0000000000121596
     0.08%  python3.10  [kernel.kallsyms]     [k] syscall_exit_to_user_mode
     0.07%  :2440527    python3.10            [.] _PyEval_EvalFrameDefault
     0.07%  :2440214    python3.10            [.] _PyEval_EvalFrameDefault
     0.07%  :2440478    python3.10            [.] _PyEval_EvalFrameDefault
     0.07%  :2440563    python3.10            [.] _PyEval_EvalFrameDefault
     0.07%  python3.10  python3.10            [.] 0x00000000001215a7
     0.07%  python3.10  python3.10            [.] 0x000000000012167b
     0.07%  :2440605    python3.10            [.] _PyEval_EvalFrameDefault
     0.06%  python3.10  python3.10            [.] 0x00000000001215e2
     0.06%  python3.10  python3.10            [.] 0x00000000001215e5
     0.06%  :2440416    python3.10            [.] _PyEval_EvalFrameDefault
     0.06%  :2440159    python3.10            [.] _PyEval_EvalFrameDefault
     0.06%  :2440580    python3.10            [.] _PyEval_EvalFrameDefault
     0.06%  :2440637    python3.10            [.] _PyEval_EvalFrameDefault
     0.05%  python3.10  [kernel.kallsyms]     [k] memset_erms
     0.05%  python3.10  [kernel.kallsyms]     [k] merge_sched_in
     0.05%  :2440353    python3.10            [.] _PyEval_EvalFrameDefault
     0.05%  python3.10  python3.10            [.] _PyObject_GetMethod
     0.05%  python3.10  python3.10            [.] 0x0000000000121677
     0.05%  python3.10  [kernel.kallsyms]     [k] syscall_return_via_sysret
     0.04%  :2440678    python3.10            [.] _PyEval_EvalFrameDefault
     0.04%  python3.10  [kernel.kallsyms]     [k] perf_event_alloc
     0.04%  :2440747    python3.10            [.] _PyEval_EvalFrameDefault
     0.04%  python3.10  [kernel.kallsyms]     [k] entry_SYSCALL_64_after_hwframe
     0.04%  python3.10  [kernel.kallsyms]     [k] irqentry_exit_to_user_mode
     0.04%  python3.10  python3.10            [.] 0x000000000012160f
     0.04%  python3.10  python3.10            [.] 0x0000000000121616
     0.04%  :2440452    python3.10            [.] _PyEval_EvalFrameDefault
     0.04%  python3.10  python3.10            [.] 0x000000000012167f
     0.04%  :2440266    python3.10            [.] _PyEval_EvalFrameDefault
     0.04%  python3.10  [kernel.kallsyms]     [k] event_sched_in
     0.03%  python3.10  [kernel.kallsyms]     [k] error_entry
     0.03%  python3.10  python3.10            [.] 0x000000000012159d
     0.03%  python3.10  [kernel.kallsyms]     [k] native_read_msr
     0.03%  python3.10  [kernel.kallsyms]     [k] update_load_avg
     0.03%  :2440692    python3.10            [.] _PyEval_EvalFrameDefault
     0.03%  python3.10  python3.10            [.] 0x00000000001215a0
     0.03%  python3.10  [kernel.kallsyms]     [k] native_write_msr
     0.03%  python3.10  python3.10            [.] 0x00000000001215a2
     0.03%  python3.10  [kernel.kallsyms]     [k] __schedule
