# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 254K of event 'cycles'
# Event count (approx.): 123365185127
#
# Overhead  Command     Shared Object                             Symbol                                     
# ........  ..........  ........................................  ...........................................
#
    48.85%  :2555058    python3.10                                [.] _PyEval_EvalFrameDefault
     8.69%  :2555058    python3.10                                [.] PyObject_RichCompare
     6.41%  :2555058    python3.10                                [.] 0x000000000012161a
     4.01%  :2555058    python3.10                                [.] 0x0000000000179c52
     2.04%  :2555058    python3.10                                [.] 0x0000000000179c02
     1.78%  python3.10  python3.10                                [.] _PyEval_EvalFrameDefault
     1.45%  :2555058    python3.10                                [.] 0x0000000000179c4e
     1.24%  :2555058    python3.10                                [.] 0x0000000000121590
     1.21%  :2555058    python3.10                                [.] 0x0000000000121676
     0.94%  :2555058    python3.10                                [.] 0x0000000000121613
     0.89%  :2555058    python3.10                                [.] 0x0000000000121679
     0.81%  :2555058    python3.10                                [.] 0x00000000001215f2
     0.79%  :2555058    python3.10                                [.] 0x0000000000121734
     0.75%  :2555058    python3.10                                [.] 0x0000000000121737
     0.75%  :2555058    python3.10                                [.] 0x000000000012160b
     0.73%  :2555058    python3.10                                [.] 0x0000000000179c0e
     0.68%  :2555058    python3.10                                [.] 0x000000000012159b
     0.63%  :2555058    python3.10                                [.] 0x00000000001215a3
     0.62%  :2555058    python3.10                                [.] 0x0000000000121730
     0.58%  :2555058    python3.10                                [.] 0x00000000001215f7
     0.58%  :2555058    python3.10                                [.] 0x0000000000121605
     0.56%  :2555058    python3.10                                [.] 0x00000000001215c4
     0.52%  :2555058    python3.10                                [.] 0x000000000012167d
     0.50%  :2555058    python3.10                                [.] 0x0000000000121596
     0.48%  :2555058    python3.10                                [.] 0x000000000015b546
     0.46%  :2555058    python3.10                                [.] 0x00000000001215ab
     0.45%  :2555058    python3.10                                [.] 0x00000000001215e9
     0.42%  :2555058    python3.10                                [.] 0x0000000000121616
     0.42%  :2555058    python3.10                                [.] 0x0000000000121623
     0.40%  :2555058    python3.10                                [.] 0x00000000001215a7
     0.39%  :2555058    python3.10                                [.] 0x00000000001215dc
     0.37%  :2555058    python3.10                                [.] 0x000000000015b541
     0.36%  :2555058    python3.10                                [.] 0x000000000015b537
     0.35%  :2555058    python3.10                                [.] 0x000000000012167b
     0.32%  :2555058    python3.10                                [.] 0x00000000001215bc
     0.29%  :2555058    python3.10                                [.] 0x00000000001215cb
     0.29%  :2555058    python3.10                                [.] 0x0000000000121600
     0.29%  :2555058    python3.10                                [.] 0x0000000000121667
     0.27%  :2555058    python3.10                                [.] 0x0000000000121653
     0.27%  :2555058    python3.10                                [.] 0x0000000000179c3b
     0.26%  :2555058    python3.10                                [.] 0x0000000000121635
     0.25%  :2555058    python3.10                                [.] 0x000000000012160f
     0.22%  :2555058    python3.10                                [.] 0x000000000015b506
     0.21%  :2555058    python3.10                                [.] 0x0000000000179c13
     0.21%  :2555058    python3.10                                [.] 0x0000000000121660
     0.21%  :2555058    python3.10                                [.] 0x000000000012159d
     0.20%  :2555058    python3.10                                [.] 0x000000000015b568
     0.20%  :2555058    python3.10                                [.] 0x0000000000121677
     0.20%  :2555058    python3.10                                [.] 0x000000000015b56e
     0.19%  :2555058    python3.10                                [.] 0x0000000000179c5a
     0.18%  :2555058    python3.10                                [.] 0x00000000001215a2
     0.18%  :2555058    python3.10                                [.] 0x0000000000179c0b
     0.18%  :2555058    python3.10                                [.] 0x00000000001215e2
     0.17%  :2555058    python3.10                                [.] 0x00000000001215e5
     0.17%  :2555058    python3.10                                [.] 0x000000000015b520
     0.16%  :2555058    python3.10                                [.] 0x000000000015b557
     0.16%  :2555058    python3.10                                [.] 0x00000000001215a0
     0.15%  :2555058    python3.10                                [.] 0x0000000000179be0
     0.15%  :2555058    python3.10                                [.] 0x000000000015b50e
     0.14%  :2555058    python3.10                                [.] 0x0000000000121628
     0.14%  :2555058    python3.10                                [.] 0x000000000012167f
     0.14%  :2555058    python3.10                                [.] 0x0000000000173d58
     0.14%  :2555058    python3.10                                [.] 0x0000000000179be8
     0.14%  :2555058    python3.10                                [.] 0x0000000000179c42
     0.13%  :2555058    python3.10                                [.] 0x0000000000179c25
     0.12%  :2555058    python3.10                                [.] 0x0000000000121638
     0.11%  :2555058    python3.10                                [.] 0x0000000000179bee
     0.11%  :2555058    python3.10                                [.] 0x0000000000179be6
     0.10%  :2555058    python3.10                                [.] 0x00000000001215ed
     0.10%  :2555058    python3.10                                [.] 0x0000000000121675
     0.09%  :2555058    python3.10                                [.] 0x0000000000121740
     0.09%  :2555058    python3.10                                [.] 0x0000000000179bea
     0.09%  :2555058    python3.10                                [.] 0x0000000000121751
     0.09%  :2555058    python3.10                                [.] 0x0000000000179bfb
     0.08%  :2555058    python3.10                                [.] 0x0000000000121594
     0.08%  python3.10  python3.10                                [.] 0x000000000012161a
     0.07%  :2555058    python3.10                                [.] 0x0000000000121757
     0.07%  :2555058    python3.10                                [.] 0x0000000000173d50
     0.07%  :2555058    python3.10                                [.] 0x000000000015b53b
     0.07%  :2555058    python3.10                                [.] 0x0000000000121749
     0.07%  :2555058    python3.10                                [.] 0x0000000000179c2e
     0.06%  :2555058    python3.10                                [.] 0x000000000015b53e
     0.06%  :2555058    python3.10                                [.] 0x000000000015b55b
     0.06%  :2555058    python3.10                                [.] 0x000000000012166e
     0.06%  :2555058    python3.10                                [.] 0x0000000000179c15
     0.06%  :2555058    python3.10                                [.] 0x000000000012175a
     0.06%  :2555058    python3.10                                [.] 0x0000000000179be9
     0.05%  :2555058    python3.10                                [.] 0x00000000001215a6
     0.05%  :2555058    python3.10                                [.] 0x00000000001215b2
     0.05%  :2555058    python3.10                                [.] 0x000000000015b55d
     0.05%  :2555058    python3.10                                [.] 0x0000000000121754
     0.04%  :2555058    python3.10                                [.] 0x0000000000179be4
     0.04%  :2555058    [kernel.kallsyms]                         [k] native_read_msr
     0.04%  :2555058    python3.10                                [.] 0x00000000001215c0
     0.04%  :2555058    python3.10                                [.] 0x000000000015b50a
     0.04%  :2555058    python3.10                                [.] 0x0000000000121599
     0.04%  python3.10  python3.10                                [.] 0x00000000001215c4
     0.03%  :2555058    python3.10                                [.] 0x000000000015b554
     0.03%  python3.10  python3.10                                [.] 0x0000000000121590
     0.03%  :2555058    [kernel.kallsyms]                         [k] irqentry_exit_to_user_mode
     0.03%  :2555058    python3.10                                [.] 0x00000000001215d8
     0.03%  :2555058    python3.10                                [.] 0x00000000001215c8
     0.03%  :2555058    python3.10                                [.] 0x000000000015b54f
     0.03%  python3.10  python3.10                                [.] 0x0000000000121605
     0.03%  :2555058    python3.10                                [.] 0x000000000012164e
     0.03%  :2555058    python3.10                                [.] 0x00000000001215df
     0.03%  :2555058    [kernel.kallsyms]                         [k] error_entry
     0.03%  :2555058    python3.10                                [.] 0x0000000000179bf7
     0.02%  :2555058    [kernel.kallsyms]                         [k] __irqentry_text_end
     0.02%  python3.10  python3.10                                [.] 0x0000000000121676
     0.02%  :2555058    python3.10                                [.] 0x000000000015b52a
     0.02%  :2555058    python3.10                                [.] 0x000000000015b512
     0.02%  python3.10  python3.10                                [.] 0x0000000000121737
     0.02%  :2555058    python3.10                                [.] 0x000000000015b50b
     0.02%  python3.10  python3.10                                [.] 0x000000000012159b
     0.02%  :2555058    [kernel.kallsyms]                         [k] native_write_msr_safe
     0.02%  :2555058    python3.10                                [.] 0x000000000015b500
     0.02%  python3.10  python3.10                                [.] 0x0000000000121613
     0.02%  :2555058    python3.10                                [.] 0x0000000000179bfe
     0.02%  :2555058    [kernel.kallsyms]                         [k] asm_sysvec_apic_timer_interrupt
     0.02%  python3.10  python3.10                                [.] 0x00000000001215f7
     0.02%  :2555058    python3.10                                [.] 0x000000000015b562
     0.01%  :2555058    [kernel.kallsyms]                         [k] sync_regs
     0.01%  :2555058    python3.10                                [.] 0x000000000015b534
     0.01%  :2555058    python3.10                                [.] 0x000000000015b519
     0.01%  python3.10  python3.10                                [.] 0x0000000000121730
     0.01%  python3.10  python3.10                                [.] 0x000000000012160b
     0.01%  python3.10  python3.10                                [.] 0x0000000000121679
     0.01%  python3.10  python3.10                                [.] 0x00000000001215dc
     0.01%  :2555058    [kernel.kallsyms]                         [k] __update_load_avg_se
     0.01%  python3.10  python3.10                                [.] 0x00000000001215f2
     0.01%  :2555058    [kernel.kallsyms]                         [k] psi_group_change
     0.01%  :2555058    [kernel.kallsyms]                         [k] native_apic_msr_eoi_write
     0.01%  python3.10  python3.10                                [.] 0x00000000001215e9
     0.01%  python3.10  python3.10                                [.] 0x00000000001215a3
     0.01%  :2555058    python3.10                                [.] 0x0000000000179c46
     0.01%  :2555058    python3.10                                [.] 0x0000000000121641
     0.01%  :2555058    python3.10                                [.] 0x000000000012174d
     0.01%  python3.10  python3.10                                [.] 0x000000000012167d
     0.01%  python3.10  python3.10                                [.] 0x00000000001215bc
     0.01%  python3.10  python3.10                                [.] 0x00000000001215cb
     0.01%  python3.10  python3.10                                [.] 0x00000000001215ab
     0.01%  :2555058    [kernel.kallsyms]                         [k] visit_groups_merge.constprop.0.isra.0
     0.01%  python3.10  python3.10                                [.] 0x00000000001215a7
     0.01%  :2555058    [kernel.kallsyms]                         [k] read_tsc
     0.01%  :2555058    python3.10                                [.] 0x0000000000179c21
     0.01%  :2555058    [kernel.kallsyms]                         [k] __update_load_avg_cfs_rq
     0.01%  :2555058    [kernel.kallsyms]                         [k] native_write_msr
     0.01%  :2555058    [kernel.kallsyms]                         [k] asm_sysvec_thermal
     0.01%  :2555058    [kernel.kallsyms]                         [k] update_load_avg
     0.01%  :2555058    [kernel.kallsyms]                         [k] _raw_spin_lock
     0.01%  python3.10  python3.10                                [.] _PyObject_MakeTpCall
     0.01%  python3.10  python3.10                                [.] 0x000000000012159d
     0.01%  :2555058    [kernel.kallsyms]                         [k] lapic_next_deadline
     0.01%  python3.10  python3.10                                [.] 0x0000000000121600
     0.01%  python3.10  python3.10                                [.] 0x00000000001215c0
     0.01%  :2555058    [kernel.kallsyms]                         [k] event_sched_in
     0.01%  :2555058    [kernel.kallsyms]                         [k] restore_fpregs_from_fpstate
     0.01%  :2555058    [kernel.kallsyms]                         [k] rb_next
     0.00%  python3.10  python3.10                                [.] 0x0000000000121596
     0.00%  :2555058    [kernel.kallsyms]                         [k] __calc_delta
     0.00%  :2555058    [kernel.kallsyms]                         [k] __perf_event_task_sched_in
     0.00%  :2555058    [kernel.kallsyms]                         [k] hrtimer_interrupt
     0.00%  :2555058    [kernel.kallsyms]                         [k] timerqueue_add
     0.00%  :2555058    [kernel.kallsyms]                         [k] perf_log_itrace_start
     0.00%  python3.10  python3.10                                [.] 0x000000000012167b
     0.00%  :2555058    [kernel.kallsyms]                         [k] rb_insert_color
     0.00%  :2555058    [kernel.kallsyms]                         [k] enqueue_task_fair
     0.00%  python3.10  python3.10                                [.] 0x00000000001215e5
     0.00%  python3.10  python3.10                                [.] 0x00000000001215a2
     0.00%  python3.10  libc.so.6                                 [.] ____wcstold_l_internal
     0.00%  :2555058    [kernel.kallsyms]                         [k] merge_sched_in
     0.00%  python3.10  python3.10                                [.] 0x0000000000121616
     0.00%  python3.10  python3.10                                [.] 0x00000000001215e2
     0.00%  python3.10  [kernel.kallsyms]                         [k] psi_group_change
     0.00%  :2555058    [kernel.kallsyms]                         [k] ___perf_sw_event
     0.00%  :2555058    [kernel.kallsyms]                         [k] put_prev_entity
     0.00%  :2555058    [kernel.kallsyms]                         [k] __hrtimer_run_queues
     0.00%  :2555058    [kernel.kallsyms]                         [k] enqueue_entity
     0.00%  :2555058    [kernel.kallsyms]                         [k] rb_erase
     0.00%  :2555058    python3.10                                [.] 0x000000000015b509
     0.00%  :2555058    [kernel.kallsyms]                         [k] ctx_sched_in
     0.00%  :2555058    [kernel.kallsyms]                         [k] native_sched_clock
     0.00%  :2555058    [kernel.kallsyms]                         [k] update_cfs_group
     0.00%  python3.10  [kernel.kallsyms]                         [k] futex_wake
     0.00%  :2555058    [kernel.kallsyms]                         [k] check_preempt_wakeup
     0.00%  python3.10  python3.10                                [.] 0x000000000012160f
     0.00%  python3.10  python3.10                                [.] 0x0000000000121677
     0.00%  python3.10  [kernel.kallsyms]                         [k] syscall_exit_to_user_mode
     0.00%  :2555058    [kernel.kallsyms]                         [k] update_curr
     0.00%  python3.10  [kernel.kallsyms]                         [k] syscall_return_via_sysret
     0.00%  :2555058    [kernel.kallsyms]                         [k] tick_program_event
     0.00%  :2555058    [kernel.kallsyms]                         [k] syscall_return_via_sysret
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_event_alloc
     0.00%  :2555058    [kernel.kallsyms]                         [k] ktime_get
     0.00%  :2555058    [kernel.kallsyms]                         [k] set_next_entity
     0.00%  :2555058    [kernel.kallsyms]                         [k] perf_swevent_add
     0.00%  python3.10  python3.10                                [.] 0x00000000001d4961
     0.00%  :2555058    [kernel.kallsyms]                         [k] asm_sysvec_call_function_single
     0.00%  :2555058    [kernel.kallsyms]                         [k] update_process_times
     0.00%  :2555058    [kernel.kallsyms]                         [k] intel_thermal_interrupt
     0.00%  :2555058    [kernel.kallsyms]                         [k] error_return
     0.00%  :2555058    [kernel.kallsyms]                         [k] prepare_task_switch
     0.00%  :2555058    python3.10                                [.] 0x000000000015b504
     0.00%  :2555058    [kernel.kallsyms]                         [k] fpregs_assert_state_consistent
     0.00%  python3.10  [kernel.kallsyms]                         [k] irqentry_exit_to_user_mode
     0.00%  :2555058    [kernel.kallsyms]                         [k] perf_mux_hrtimer_handler
     0.00%  :2555058    [kernel.kallsyms]                         [k] psi_task_switch
     0.00%  python3.10  python3.10                                [.] 0x000000000017c3fc
     0.00%  python3.10  python3.10                                [.] 0x00000000001215d8
     0.00%  :2555058    [kernel.kallsyms]                         [k] exit_to_user_mode_loop
     0.00%  python3.10  python3.10                                [.] 0x000000000012d1da
     0.00%  :2555058    [kernel.kallsyms]                         [k] sched_clock_cpu
     0.00%  :2555058    [kernel.kallsyms]                         [k] perf_event_update_time
     0.00%  python3.10  [kernel.kallsyms]                         [k] entry_SYSCALL_64_after_hwframe
     0.00%  python3.10  [kernel.kallsyms]                         [k] merge_sched_in
     0.00%  python3.10  [kernel.kallsyms]                         [k] rb_next
     0.00%  :2555058    [kernel.kallsyms]                         [k] _raw_spin_lock_irq
     0.00%  :2555058    [kernel.kallsyms]                         [k] __get_user_8
     0.00%  python3.10  python3.10                                [.] _PyObject_GenericGetAttrWithDict
     0.00%  :2555058    [kernel.kallsyms]                         [k] __schedule
     0.00%  python3.10  python3.10                                [.] 0x0000000000121734
