# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 7K of event 'cycles'
# Event count (approx.): 4354311446
#
# Overhead  Command     Shared Object      Symbol                                   
# ........  ..........  .................  .........................................
#
    73.35%  python3.10  python3.10         [.] _PyEval_EvalFrameDefault
     2.46%  python3.10  python3.10         [.] 0x000000000012161a
     1.49%  python3.10  python3.10         [.] 0x0000000000121676
     1.09%  python3.10  python3.10         [.] 0x00000000001215f2
     0.91%  python3.10  python3.10         [.] 0x0000000000121679
     0.90%  python3.10  python3.10         [.] 0x0000000000121596
     0.90%  python3.10  python3.10         [.] 0x0000000000121590
     0.78%  python3.10  python3.10         [.] 0x00000000001215f7
     0.73%  python3.10  python3.10         [.] 0x0000000000121605
     0.73%  python3.10  python3.10         [.] 0x0000000000121737
     0.68%  python3.10  python3.10         [.] 0x0000000000121730
     0.62%  python3.10  python3.10         [.] 0x000000000012159b
     0.58%  python3.10  python3.10         [.] 0x0000000000121613
     0.54%  :1976707    python3.10         [.] _PyEval_EvalFrameDefault
     0.48%  python3.10  python3.10         [.] 0x00000000001215a3
     0.44%  python3.10  python3.10         [.] 0x00000000001215a7
     0.43%  python3.10  python3.10         [.] 0x00000000001215c4
     0.42%  python3.10  python3.10         [.] 0x000000000012167d
     0.42%  python3.10  python3.10         [.] 0x00000000001215bc
     0.41%  python3.10  python3.10         [.] 0x000000000012160b
     0.39%  python3.10  python3.10         [.] 0x00000000001215cb
     0.37%  python3.10  python3.10         [.] 0x000000000012159d
     0.30%  python3.10  python3.10         [.] 0x00000000001215e2
     0.30%  python3.10  python3.10         [.] 0x00000000001215a2
     0.28%  python3.10  python3.10         [.] 0x00000000001215dc
     0.27%  python3.10  python3.10         [.] 0x00000000001215e5
     0.27%  python3.10  python3.10         [.] 0x000000000012167b
     0.25%  python3.10  python3.10         [.] 0x00000000001215e9
     0.25%  python3.10  python3.10         [.] 0x0000000000121677
     0.24%  python3.10  python3.10         [.] 0x000000000012160f
     0.23%  python3.10  python3.10         [.] 0x00000000001215ab
     0.19%  python3.10  python3.10         [.] _PyObject_MakeTpCall
     0.19%  python3.10  [kernel.kallsyms]  [k] zap_pte_range
     0.16%  python3.10  python3.10         [.] 0x0000000000121594
     0.13%  python3.10  python3.10         [.] 0x00000000001215d8
     0.12%  python3.10  [kernel.kallsyms]  [k] memset_erms
     0.12%  python3.10  python3.10         [.] 0x0000000000121599
     0.12%  python3.10  python3.10         [.] 0x000000000012167f
     0.11%  python3.10  python3.10         [.] 0x0000000000121616
     0.10%  python3.10  [kernel.kallsyms]  [k] psi_group_change
     0.10%  python3.10  python3.10         [.] 0x00000000001215a0
     0.10%  python3.10  [kernel.kallsyms]  [k] merge_sched_in
     0.10%  python3.10  python3.10         [.] 0x0000000000121600
     0.09%  python3.10  [kernel.kallsyms]  [k] syscall_return_via_sysret
     0.08%  python3.10  [kernel.kallsyms]  [k] syscall_exit_to_user_mode
     0.08%  python3.10  [kernel.kallsyms]  [k] update_load_avg
     0.07%  python3.10  python3.10         [.] _PyUnicode_JoinArray
     0.07%  python3.10  [kernel.kallsyms]  [k] native_sched_clock
     0.07%  python3.10  [kernel.kallsyms]  [k] event_sched_in
     0.06%  python3.10  libc.so.6          [.] ____wcstof_l_internal
     0.06%  python3.10  libc.so.6          [.] __strcat_ssse3
     0.06%  python3.10  [kernel.kallsyms]  [k] __schedule
     0.06%  python3.10  [kernel.kallsyms]  [k] perf_event_update_userpage
     0.05%  python3.10  [kernel.kallsyms]  [k] futex_wake
     0.05%  python3.10  python3.10         [.] 0x000000000012166e
     0.05%  python3.10  [kernel.kallsyms]  [k] __perf_event_task_sched_in
     0.05%  python3.10  python3.10         [.] 0x00000000001215b2
     0.05%  python3.10  [kernel.kallsyms]  [k] clear_page_erms
     0.05%  python3.10  python3.10         [.] 0x000000000017f87a
     0.05%  python3.10  [kernel.kallsyms]  [k] error_entry
     0.05%  :1976707    python3.10         [.] 0x000000000012161a
     0.05%  python3.10  python3.10         [.] 0x000000000018d155
     0.05%  python3.10  libc.so.6          [.] ____wcstold_l_internal
     0.05%  python3.10  python3.10         [.] 0x00000000001740bb
     0.04%  python3.10  [kernel.kallsyms]  [k] rb_next
     0.04%  python3.10  [kernel.kallsyms]  [k] __update_load_avg_se
     0.04%  python3.10  python3.10         [.] 0x00000000001215a6
     0.04%  python3.10  [kernel.kallsyms]  [k] mutex_unlock
     0.04%  python3.10  [kernel.kallsyms]  [k] kmem_cache_alloc_trace
     0.04%  python3.10  [kernel.kallsyms]  [k] perf_event_alloc
     0.04%  python3.10  [kernel.kallsyms]  [k] find_vma_prev
     0.04%  python3.10  [kernel.kallsyms]  [k] arch_perf_update_userpage
     0.04%  python3.10  [kernel.kallsyms]  [k] restore_fpregs_from_fpstate
     0.04%  python3.10  libc.so.6          [.] __GI___strncasecmp_l_sse2
     0.04%  python3.10  [kernel.kallsyms]  [k] visit_groups_merge.constprop.0.isra.0
     0.04%  python3.10  python3.10         [.] PyLong_FromString
     0.04%  python3.10  python3.10         [.] PyMem_Realloc
     0.04%  python3.10  python3.10         [.] 0x0000000000137bbf
     0.03%  python3.10  python3.10         [.] 0x0000000000137b1b
     0.03%  python3.10  python3.10         [.] 0x000000000018d664
     0.03%  python3.10  libc.so.6          [.] round_and_return
     0.03%  python3.10  [kernel.kallsyms]  [k] page_remove_rmap
     0.03%  python3.10  python3.10         [.] 0x000000000015efdc
     0.03%  python3.10  [kernel.kallsyms]  [k] sched_cgroup_fork
     0.03%  python3.10  [kernel.kallsyms]  [k] rb_insert_color
     0.03%  python3.10  [kernel.kallsyms]  [k] asm_exc_page_fault
     0.03%  python3.10  python3.10         [.] 0x00000000001598cd
     0.03%  python3.10  python3.10         [.] 0x00000000001d48d0
     0.03%  python3.10  [kernel.kallsyms]  [k] sync_regs
     0.03%  python3.10  [kernel.kallsyms]  [k] irqentry_exit
     0.03%  python3.10  [kernel.kallsyms]  [k] native_write_msr
