# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 9K of event 'cycles'
# Event count (approx.): 5282100454
#
# Overhead  Command     Shared Object         Symbol                                     
# ........  ..........  ....................  ...........................................
#
    74.49%  python3.10  python3.10            [.] _PyEval_EvalFrameDefault
     2.40%  python3.10  python3.10            [.] 0x000000000012161a
     2.38%  python3.10  python3.10            [.] 0x0000000000121590
     1.65%  python3.10  python3.10            [.] 0x00000000001215c4
     1.22%  python3.10  python3.10            [.] 0x0000000000121605
     0.95%  python3.10  python3.10            [.] 0x0000000000121730
     0.73%  python3.10  python3.10            [.] 0x0000000000121676
     0.71%  python3.10  python3.10            [.] 0x0000000000121613
     0.68%  python3.10  python3.10            [.] 0x00000000001215f2
     0.63%  python3.10  python3.10            [.] 0x000000000012160b
     0.61%  python3.10  python3.10            [.] 0x0000000000121596
     0.54%  python3.10  python3.10            [.] 0x0000000000121737
     0.53%  python3.10  python3.10            [.] 0x000000000012159b
     0.53%  python3.10  python3.10            [.] 0x00000000001215f7
     0.44%  python3.10  python3.10            [.] 0x00000000001215a3
     0.41%  python3.10  python3.10            [.] 0x00000000001215dc
     0.37%  python3.10  python3.10            [.] 0x000000000012167d
     0.33%  python3.10  python3.10            [.] 0x000000000012159d
     0.29%  python3.10  python3.10            [.] 0x00000000001215a7
     0.28%  python3.10  python3.10            [.] 0x00000000001215cb
     0.27%  python3.10  python3.10            [.] 0x0000000000121616
     0.25%  python3.10  python3.10            [.] 0x0000000000121679
     0.24%  python3.10  python3.10            [.] 0x00000000001215ab
     0.24%  python3.10  python3.10            [.] 0x00000000001215e5
     0.22%  python3.10  python3.10            [.] 0x00000000001215e9
     0.22%  python3.10  python3.10            [.] 0x00000000001215e2
     0.20%  python3.10  [kernel.kallsyms]     [k] zap_pte_range
     0.18%  python3.10  python3.10            [.] 0x000000000012160f
     0.18%  python3.10  python3.10            [.] 0x0000000000121599
     0.18%  python3.10  python3.10            [.] 0x00000000001215a2
     0.17%  python3.10  python3.10            [.] 0x0000000000121594
     0.16%  python3.10  python3.10            [.] 0x0000000000121600
     0.15%  python3.10  python3.10            [.] 0x00000000001215d8
     0.15%  python3.10  [kernel.kallsyms]     [k] psi_group_change
     0.14%  python3.10  python3.10            [.] _PyObject_MakeTpCall
     0.12%  python3.10  python3.10            [.] 0x00000000001215a6
     0.12%  python3.10  python3.10            [.] 0x000000000012167f
     0.10%  python3.10  python3.10            [.] 0x000000000012167b
     0.10%  python3.10  python3.10            [.] 0x00000000001215bc
     0.10%  python3.10  [kernel.kallsyms]     [k] entry_SYSCALL_64_after_hwframe
     0.10%  python3.10  python3.10            [.] 0x00000000001215b2
     0.09%  python3.10  python3.10            [.] 0x0000000000121677
     0.09%  python3.10  [kernel.kallsyms]     [k] native_sched_clock
     0.09%  python3.10  [kernel.kallsyms]     [k] merge_sched_in
     0.09%  python3.10  [kernel.kallsyms]     [k] event_sched_in
     0.09%  python3.10  [kernel.kallsyms]     [k] inherit_event.constprop.0
     0.08%  python3.10  python3.10            [.] 0x00000000001215df
     0.08%  python3.10  python3.10            [.] 0x00000000001215c0
     0.07%  python3.10  [kernel.kallsyms]     [k] visit_groups_merge.constprop.0.isra.0
     0.07%  python3.10  python3.10            [.] 0x00000000001215c8
     0.06%  python3.10  [kernel.kallsyms]     [k] memset_erms
     0.06%  python3.10  python3.10            [.] 0x0000000000121734
     0.06%  python3.10  [kernel.kallsyms]     [k] perf_event_update_userpage
     0.06%  python3.10  python3.10            [.] 0x00000000001215a0
     0.06%  python3.10  python3.10            [.] _PyUnicode_JoinArray
     0.06%  python3.10  libc.so.6             [.] __strcat_ssse3
     0.06%  python3.10  python3.10            [.] _PyObject_GenericGetAttrWithDict
     0.05%  python3.10  [kernel.kallsyms]     [k] perf_event_groups_first
     0.05%  python3.10  [kernel.kallsyms]     [k] psi_task_change
     0.05%  python3.10  [kernel.kallsyms]     [k] syscall_return_via_sysret
     0.05%  python3.10  libc.so.6             [.] __strncat_sse2_unaligned
     0.05%  python3.10  [kernel.kallsyms]     [k] syscall_exit_to_user_mode
     0.05%  python3.10  python3.10            [.] _PyObject_GetMethod
     0.05%  python3.10  libc.so.6             [.] ____wcstof_l_internal
     0.04%  python3.10  libc.so.6             [.] round_and_return
     0.04%  python3.10  [kernel.kallsyms]     [k] __schedule
     0.04%  python3.10  python3.10            [.] 0x000000000012166e
     0.04%  python3.10  [kernel.kallsyms]     [k] rb_insert_color
     0.04%  python3.10  [kernel.kallsyms]     [k] perf_event_alloc
     0.04%  python3.10  python3.10            [.] _PyObject_GenericSetAttrWithDict
     0.04%  python3.10  [kernel.kallsyms]     [k] futex_wait
     0.04%  python3.10  [kernel.kallsyms]     [k] __perf_event_task_sched_in
     0.04%  python3.10  [kernel.kallsyms]     [k] sched_clock_cpu
     0.04%  python3.10  python3.10            [.] PyObject_GetAttr
     0.04%  python3.10  [kernel.kallsyms]     [k] ___perf_sw_event
     0.03%  python3.10  python3.10            [.] _PyObject_LookupSpecial
     0.03%  python3.10  [kernel.kallsyms]     [k] update_curr
     0.03%  python3.10  [kernel.kallsyms]     [k] asm_sysvec_apic_timer_interrupt
     0.03%  python3.10  python3.10            [.] _PyFunction_Vectorcall
     0.03%  python3.10  [kernel.kallsyms]     [k] irqentry_exit_to_user_mode
     0.03%  python3.10  [kernel.kallsyms]     [k] clear_page_erms
     0.03%  python3.10  [kernel.kallsyms]     [k] slab_free_freelist_hook.constprop.0
     0.03%  python3.10  libc.so.6             [.] __GI___strncasecmp_l_sse2
     0.03%  python3.10  python3.10            [.] 0x00000000001215ed
     0.03%  python3.10  [kernel.kallsyms]     [k] __anon_vma_interval_tree_remove
     0.03%  python3.10  [kernel.kallsyms]     [k] __tlb_remove_page_size
     0.03%  python3.10  [kernel.kallsyms]     [k] native_write_msr
     0.03%  python3.10  [kernel.kallsyms]     [k] unlock_page_memcg
     0.03%  python3.10  python3.10            [.] 0x00000000001522f3
     0.03%  python3.10  [kernel.kallsyms]     [k] x86_setup_perfctr
     0.03%  python3.10  python3.10            [.] 0x0000000000206a23
     0.03%  python3.10  python3.10            [.] _PyUnicode_InsertThousandsGrouping
     0.03%  python3.10  python3.10            [.] 0x0000000000143407
     0.03%  python3.10  [kernel.kallsyms]     [k] __update_load_avg_se
     0.03%  python3.10  python3.10            [.] 0x000000000018c0a9
     0.03%  python3.10  python3.10            [.] 0x0000000000174090
     0.03%  python3.10  [kernel.kallsyms]     [k] do_futex
     0.03%  python3.10  python3.10            [.] 0x000000000017f87a
     0.03%  python3.10  [kernel.kallsyms]     [k] __calc_delta
     0.03%  python3.10  [kernel.kallsyms]     [k] psi_task_switch
     0.03%  python3.10  python3.10            [.] PyUnicode_FromFormatV
     0.03%  python3.10  [kernel.kallsyms]     [k] native_read_msr
     0.02%  python3.10  [kernel.kallsyms]     [k] check_preempt_wakeup
     0.02%  python3.10  python3.10            [.] 0x00000000001434c6
     0.02%  python3.10  [kernel.kallsyms]     [k] __lock_text_start
     0.02%  python3.10  [kernel.kallsyms]     [k] __mod_memcg_lruvec_state
     0.02%  python3.10  [kernel.kallsyms]     [k] try_to_wake_up
     0.02%  python3.10  [kernel.kallsyms]     [k] __hrtimer_start_range_ns
     0.02%  python3.10  python3.10            [.] 0x000000000020bf50
     0.02%  python3.10  [kernel.kallsyms]     [k] iterate_groups
     0.02%  python3.10  [kernel.kallsyms]     [k] read_tsc
     0.02%  python3.10  [kernel.kallsyms]     [k] find_vma_prev
     0.02%  python3.10  [kernel.kallsyms]     [k] switch_fpu_return
     0.02%  python3.10  libc.so.6             [.] parse_expression
     0.02%  python3.10  python3.10            [.] PyObject_SetAttr
     0.02%  python3.10  python3.10            [.] _PyUnicode_ToDecimalDigit
     0.02%  python3.10  python3.10            [.] 0x000000000011b2fa
     0.02%  python3.10  python3.10            [.] 0x000000000011b529
     0.02%  python3.10  python3.10            [.] 0x0000000000121960
     0.02%  python3.10  python3.10            [.] 0x000000000012d130
     0.02%  python3.10  python3.10            [.] 0x00000000001339e8
     0.02%  python3.10  python3.10            [.] 0x0000000000137b17
     0.02%  python3.10  python3.10            [.] 0x000000000015e0f4
     0.02%  python3.10  python3.10            [.] 0x000000000017956a
     0.02%  python3.10  python3.10            [.] 0x000000000017c3e0
     0.02%  python3.10  python3.10            [.] 0x000000000018bfea
     0.02%  python3.10  python3.10            [.] 0x000000000018d746
     0.02%  python3.10  python3.10            [.] 0x0000000000295037
     0.02%  python3.10  [kernel.kallsyms]     [k] free_swap_cache
     0.02%  python3.10  [kernel.kallsyms]     [k] release_pages
     0.02%  python3.10  libc.so.6             [.] __stpncpy_sse2_unaligned
     0.02%  python3.10  [kernel.kallsyms]     [k] acct_collect
     0.02%  python3.10  [kernel.kallsyms]     [k] put_prev_entity
     0.02%  python3.10  [kernel.kallsyms]     [k] fpregs_assert_state_consistent
     0.02%  python3.10  [kernel.kallsyms]     [k] mutex_lock
     0.02%  python3.10  [kernel.kallsyms]     [k] vmacache_find
     0.02%  python3.10  [kernel.kallsyms]     [k] wp_page_copy
     0.02%  python3.10  libc.so.6             [.] __strncat_ssse3
     0.02%  python3.10  libcrypto.so.3        [.] 0x00000000003077ce
     0.02%  python3.10  [kernel.kallsyms]     [k] schedule_hrtimeout_range_clock
     0.02%  python3.10  libc.so.6             [.] 0x00000000001a0944
     0.02%  python3.10  python3.10            [.] 0x0000000000127f5d
     0.02%  python3.10  python3.10            [.] 0x0000000000179592
     0.02%  python3.10  python3.10            [.] 0x0000000000206556
     0.02%  python3.10  python3.10            [.] 0x0000000000206c54
     0.02%  python3.10  python3.10            [.] 0x000000000018bf7d
     0.02%  python3.10  [kernel.kallsyms]     [k] __perf_event_read
     0.02%  python3.10  [kernel.kallsyms]     [k] prepare_task_switch
     0.02%  python3.10  python3.10            [.] PyTuple_New
     0.02%  python3.10  python3.10            [.] _PyUnicodeWriter_PrepareInternal
     0.02%  python3.10  python3.10            [.] 0x00000000001228f6
     0.02%  python3.10  python3.10            [.] 0x0000000000137bbb
     0.02%  python3.10  python3.10            [.] 0x000000000015b564
     0.02%  python3.10  python3.10            [.] 0x00000000001795a2
     0.02%  python3.10  python3.10            [.] 0x0000000000294275
     0.02%  python3.10  [kernel.kallsyms]     [k] kmem_cache_alloc_node
     0.02%  python3.10  [kernel.kallsyms]     [k] perf_group_attach
     0.02%  python3.10  python3.10            [.] PyThread_acquire_lock_timed
     0.02%  python3.10  python3.10            [.] 0x00000000001228eb
     0.02%  python3.10  python3.10            [.] 0x0000000000137a60
     0.02%  python3.10  python3.10            [.] 0x000000000015b546
     0.02%  python3.10  python3.10            [.] 0x000000000015c611
     0.02%  python3.10  python3.10            [.] 0x000000000016a31a
     0.02%  python3.10  python3.10            [.] 0x000000000018c028
     0.02%  python3.10  python3.10            [.] 0x000000000023ec62
     0.02%  python3.10  python3.10            [.] 0x00000000002949ff
     0.02%  python3.10  python3.10            [.] 0x00000000002b6a17
     0.02%  python3.10  [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.02%  python3.10  [kernel.kallsyms]     [k] copy_page
     0.02%  python3.10  [kernel.kallsyms]     [k] perf_output_begin
     0.02%  python3.10  libc.so.6             [.] 0x0000000000149cac
     0.02%  python3.10  python3.10            [.] PyLong_FromString
     0.02%  python3.10  python3.10            [.] _PyObject_FastCallDictTstate
     0.02%  python3.10  python3.10            [.] _PyUnicodeWriter_Init
     0.02%  python3.10  python3.10            [.] 0x000000000012290a
     0.02%  python3.10  python3.10            [.] 0x0000000000128097
     0.02%  python3.10  python3.10            [.] 0x0000000000151d86
     0.02%  python3.10  python3.10            [.] 0x000000000015b1b0
     0.02%  python3.10  python3.10            [.] 0x000000000020693c
     0.02%  python3.10  python3.10            [.] 0x00000000002775ca
     0.02%  python3.10  [kernel.kallsyms]     [k] intel_pmu_disable_all
     0.02%  python3.10  [kernel.kallsyms]     [k] sched_cgroup_fork
     0.02%  python3.10  [kernel.kallsyms]     [k] update_sg_wakeup_stats
     0.02%  python3.10  [kernel.kallsyms]     [k] psi_flags_change
     0.02%  python3.10  [kernel.kallsyms]     [k] native_queued_spin_lock_slowpath.part.0
     0.02%  python3.10  [kernel.kallsyms]     [k] free_event_rcu
     0.01%  python3.10  python3.10            [.] 0x000000000012a210
     0.01%  python3.10  [kernel.kallsyms]     [k] tsk_fork_get_node
     0.01%  python3.10  libc.so.6             [.] __deadline_to_ms
     0.01%  python3.10  python3.10            [.] 0x0000000000143efb
     0.01%  python3.10  [kernel.kallsyms]     [k] __intel_pmu_enable_all.constprop.0
     0.01%  python3.10  [kernel.kallsyms]     [k] asm_sysvec_call_function_single
     0.01%  python3.10  [kernel.kallsyms]     [k] __get_user_8
     0.01%  python3.10  [kernel.kallsyms]     [k] memcg_slab_post_alloc_hook
     0.01%  python3.10  libc.so.6             [.] 0x00000000001a09f5
     0.01%  python3.10  python3.10            [.] PyErr_Restore
     0.01%  python3.10  python3.10            [.] 0x0000000000137ac9
     0.01%  python3.10  python3.10            [.] 0x0000000000137b1b
     0.01%  python3.10  python3.10            [.] 0x000000000015ef74
     0.01%  python3.10  python3.10            [.] 0x0000000000162ca8
     0.01%  python3.10  python3.10            [.] 0x0000000000188ff0
     0.01%  python3.10  python3.10            [.] 0x000000000018d585
     0.01%  python3.10  python3.10            [.] 0x000000000020bec2
     0.01%  python3.10  python3.10            [.] 0x00000000002868d3
     0.01%  python3.10  [kernel.kallsyms]     [k] __perf_event_task_sched_out
