Session ID,CS ID,Timestamp,Authentication,Installation,Type,Date_Time
5d954125f9af8b4500d3bc5b,2-39-139-567,fresh,True,True,normal,2023-01-17 02:36:00.728360
5dd88bb1f9af8b7afc4cf5f1,2-39-139-567,fresh,True,True,normal,2023-01-17 02:36:04.946924
5db24220f9af8b252acc2491,2-39-125-559,fresh,True,True,normal,2023-01-17 02:36:02.567728
5de074b6f9af8b2f030f59ed,2-39-125-559,fresh,True,True,normal,2023-01-17 02:36:05.437567
5de1c630f9af8b33092791e2,2-39-125-559,fresh,True,True,normal,2023-01-17 02:36:05.629120
5d97e41ff9af8b4d3988f068,2-39-131-565,fresh,True,True,normal,2023-01-17 02:36:00.832947
5dc616b2f9af8b05a3aba374,2-39-131-565,fresh,True,True,normal,2023-01-17 02:36:03.751753
5deb00aff9af8b098c54c3fe,2-39-131-565,fresh,True,True,normal,2023-01-17 02:36:06.030659
5dfc2430f9af8b453a35ea96,2-39-131-565,fresh,True,True,normal,2023-01-17 02:36:07.139758
5d86c0a5f9af8b1022a81875,2-39-127-561,fresh,True,True,normal,2023-01-17 02:36:00.047968
5dfd75cdf9af8b48feaa1910,2-39-127-561,fresh,True,True,normal,2023-01-17 02:36:07.207725
5dbcce22f9af8b61e26b1f02,2-39-129-563,fresh,True,True,normal,2023-01-17 02:36:03.027725
5e34d4b6f9af8b3c2f4e4330,2-39-129-563,fresh,True,True,normal,2023-01-17 02:36:10.331138
5e4de120f9af8b5cdfd6b16c,2-39-129-563,fresh,True,True,normal,2023-01-17 02:36:11.933230
5e508420f9af8b64d037c51a,2-39-129-563,fresh,True,True,normal,2023-01-17 02:36:12.197328
5dc76830f9af8b0970cdde39,2-39-130-564,fresh,True,True,normal,2023-01-17 02:36:03.549349
5e586d33f9af8b7dded9fe32,2-39-130-564,fresh,True,True,normal,2023-01-17 02:36:12.299740
5e658e25f9af8b2865a5f4cc,2-39-130-564,fresh,True,True,normal,2023-01-17 02:36:13.055732
5dcdffbdf9af8b220a19be99,2-39-128-562,fresh,True,True,normal,2023-01-17 02:36:03.768528
5e2cebb1f9af8b027e9a5816,2-39-128-562,old,False,True,normal,2023-01-17 02:36:09.527151
5e3f60b3f9af8b10c08235ef,2-39-128-562,fresh,True,True,normal,2023-01-17 02:36:10.687726
5e49ecb2f9af8b304c13b349,2-39-128-562,fresh,True,True,normal,2023-01-17 02:36:11.337997
5e59beb8f9af8b02edd8837a,2-39-128-562,fresh,True,True,normal,2023-01-17 02:36:12.421859
5e5b1034f9af8b06c4b621fb,2-39-128-562,fresh,True,True,normal,2023-01-17 02:36:12.566547
5e644ab5f9af8b2461338708,2-39-128-562,fresh,True,True,normal,2023-01-17 02:36:13.084810
5e6c25e9f9af8b3cc2917746,2-39-128-562,fresh,True,True,normal,2023-01-17 02:36:13.776993
5e6c25c3f9af8b3cc2917732,2-39-83-387,fresh,True,True,normal,2023-01-17 02:36:13.603736
5e7e9a9bf9af8b1be143ed87,2-39-83-387,fresh,True,True,normal,2023-01-17 02:36:14.892784
5d881225f9af8b15294a171e,2-39-124-558,fresh,True,True,normal,2023-01-17 02:36:00.222862
5dc8b9b1f9af8b0d67767b2a,2-39-124-558,fresh,True,True,normal,2023-01-17 02:36:04.187174
5e2a48adf9af8b75aed8e90d,2-39-124-558,fresh,True,True,normal,2023-01-17 02:36:10.094603
5e3231b6f9af8b13f2ff138e,2-39-124-558,fresh,True,True,normal,2023-01-17 02:36:10.702999
5e36264cf9af8b400e599120,2-39-124-558,fresh,True,True,normal,2023-01-17 02:36:11.021203
5e3f60b3f9af8b10c08235d9,2-39-124-558,fresh,True,True,normal,2023-01-17 02:36:11.616842
5e4749aef9af8b28856f12ff,2-39-124-558,fresh,True,True,normal,2023-01-17 02:36:12.179719
5e658e4ef9af8b2865a5f4df,2-39-124-558,fresh,True,True,normal,2023-01-17 02:36:13.992796
5e6c259ff9af8b3cc29176fc,2-39-124-558,fresh,True,True,normal,2023-01-17 02:36:14.455731
5e7d4915f9af8b180cda61b3,2-39-124-558,fresh,True,True,normal,2023-01-17 02:36:15.711722
5e9b9b8bf9af8b2186e8632f,2-39-82-384,fresh,True,True,normal,2023-01-17 02:36:16.187975
5d9e7ba6f9af8b6114d7f9fd,2-39-123-557,fresh,True,True,normal,2023-01-17 02:36:01.591749
5da11ea0f9af8b6dc9d2826f,2-39-123-557,fresh,True,True,normal,2023-01-17 02:36:01.931743
5daa5938f9af8b0c8daeb4c1,2-39-123-557,fresh,True,True,normal,2023-01-17 02:36:02.635724
5dacfc1cf9af8b14cf641f2a,2-39-123-557,fresh,True,True,normal,2023-01-17 02:36:02.853859
5dcdffbdf9af8b220a19be93,2-39-123-557,fresh,True,True,normal,2023-01-17 02:36:04.846562
5dcdffbdf9af8b220a19be95,2-39-123-557,fresh,True,True,normal,2023-01-17 02:36:05.054929
5dcdffbdf9af8b220a19be97,2-39-123-557,fresh,True,True,normal,2023-01-17 02:36:05.254777
5dcf5132f9af8b25f7b7cd97,2-39-123-557,fresh,True,True,normal,2023-01-17 02:36:05.343010
5dd9dd36f9af8b7ec95087dd,2-39-123-557,fresh,True,True,normal,2023-01-17 02:36:06.121925
5de074b6f9af8b2f030f59df,2-39-123-557,fresh,True,True,normal,2023-01-17 02:36:06.557749
5de1c630f9af8b33092791f5,2-39-123-557,fresh,True,True,normal,2023-01-17 02:36:06.717256
5e0d47b0f9af8b76ee714702,2-39-123-557,fresh,True,True,normal,2023-01-17 02:36:09.387984
5e53271ff9af8b6cadce9b86,2-39-123-557,fresh,True,True,normal,2023-01-17 02:36:13.575203
5e59beb8f9af8b02edd88379,2-39-123-557,fresh,True,True,normal,2023-01-17 02:36:14.078177
5e658e25f9af8b2865a5f4ca,2-39-123-557,fresh,True,True,normal,2023-01-17 02:36:14.763728
5e6c259ff9af8b3cc2917710,2-39-123-557,fresh,True,True,normal,2023-01-17 02:36:15.190573
5e6c25c3f9af8b3cc2917731,2-39-123-557,fresh,True,True,normal,2023-01-17 02:36:15.375731
5e740e9ff9af8b7848854fdf,2-39-123-557,fresh,True,True,normal,2023-01-17 02:36:16.000866
5e756020f9af8b7bfd91e21a,2-39-123-557,fresh,True,True,normal,2023-01-17 02:36:16.215216
5e7954a3f9af8b090600ec69,2-39-123-557,fresh,True,True,normal,2023-01-17 02:36:16.453153
5d8ea9a3f9af8b2ead96d70c,2-39-138-566,fresh,True,True,normal,2023-01-17 02:36:00.037873
5d9692a3f9af8b492abf4926,2-39-138-566,fresh,True,True,normal,2023-01-17 02:36:00.571737
5db24220f9af8b252acc2480,2-39-138-566,fresh,True,True,normal,2023-01-17 02:36:02.303740
5dc8b9b1f9af8b0d67767b28,2-39-138-566,fresh,True,True,normal,2023-01-17 02:36:03.751117
